```php
id,age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,prediction_result,confidence,algorithm,created_at,academic_work_performance,loss_of_other_interests
363,22,Male,6.6,-,-,-,3.9,-,-,-,-,-,0,0,5,0,0,0,"High Risk",95.29,DT,"2026-06-03 15:07:02",-,-
364,26,Male,8.7,-,-,-,3.1,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.93,DT,"2026-06-03 15:07:02",-,-
365,20,Male,5.8,-,-,-,6.1,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",92.02,DT,"2026-06-03 15:07:02",-,-
366,17,Male,9.9,-,-,-,4.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96.18,DT,"2026-06-03 15:07:02",-,-
367,15,Male,10.4,-,-,-,3.1,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",92,DT,"2026-06-03 15:07:02",-,-
368,22,Female,3.9,-,-,-,6.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.94,DT,"2026-06-03 15:07:02",-,-
369,14,Female,9.4,-,-,-,4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.62,DT,"2026-06-03 15:07:02",-,-
370,19,Male,4.7,-,-,-,6.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.6,DT,"2026-06-03 15:07:02",-,-
371,21,Female,8.4,-,-,-,4.8,-,-,-,-,-,0,0,4,0,0,0,"High Risk",90.67,DT,"2026-06-03 15:07:02",-,-
372,20,Female,2.1,-,-,-,8.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.28,DT,"2026-06-03 15:07:02",-,-
373,18,Female,4.1,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.55,DT,"2026-06-03 15:07:02",-,-
374,21,Male,10.9,-,-,-,4.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.31,DT,"2026-06-03 15:07:02",-,-
375,21,Female,6.8,-,-,-,3.6,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",90.66,DT,"2026-06-03 15:07:02",-,-
376,15,Male,2.9,-,-,-,8.5,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.02,DT,"2026-06-03 15:07:02",-,-
377,23,Male,7.4,-,-,-,4.3,-,-,-,-,-,0,0,2,0,0,0,"High Risk",90.1,DT,"2026-06-03 15:07:02",-,-
378,22,Male,6.4,-,-,-,6.5,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.45,DT,"2026-06-03 15:07:02",-,-
379,18,Male,6.4,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.78,DT,"2026-06-03 15:07:02",-,-
380,19,Female,5.9,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.43,DT,"2026-06-03 15:07:02",-,-
381,18,Male,6.5,-,-,-,4.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",97.74,DT,"2026-06-03 15:07:02",-,-
382,17,Male,5.2,-,-,-,6.4,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",94.35,DT,"2026-06-03 15:07:02",-,-
383,17,Female,8.9,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.77,DT,"2026-06-03 15:07:02",-,-
384,18,Male,7.1,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"High Risk",91.54,DT,"2026-06-03 15:07:02",-,-
385,21,Female,6.1,-,-,-,5.6,-,-,-,-,-,0,0,4,0,0,0,"High Risk",97.29,DT,"2026-06-03 15:07:02",-,-
386,18,Male,4.5,-,-,-,5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.14,DT,"2026-06-03 15:07:02",-,-
387,19,Female,6.6,-,-,-,4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",95.21,DT,"2026-06-03 15:07:02",-,-
388,19,Female,6.8,-,-,-,5,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",94.59,DT,"2026-06-03 15:07:02",-,-
389,18,Male,5.2,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",97.53,DT,"2026-06-03 15:07:02",-,-
390,19,Female,5.2,-,-,-,5.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.52,DT,"2026-06-03 15:07:02",-,-
391,22,Female,3.8,-,-,-,6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.2,DT,"2026-06-03 15:07:02",-,-
392,14,Female,5.8,-,-,-,5.9,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",97.2,DT,"2026-06-03 15:07:02",-,-
393,26,Male,7.4,-,-,-,4.1,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",97.94,DT,"2026-06-03 15:07:02",-,-
394,19,Male,9.3,-,-,-,3,-,-,-,-,-,0,0,5,0,0,0,"High Risk",94.62,DT,"2026-06-03 15:07:02",-,-
395,19,Female,5.9,-,-,-,6.4,-,-,-,-,-,0,0,5,0,0,0,"High Risk",98.68,DT,"2026-06-03 15:07:02",-,-
396,26,Female,13.9,-,-,-,4.5,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",90.13,DT,"2026-06-03 15:07:02",-,-
397,19,Male,5.8,-,-,-,5.7,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.62,DT,"2026-06-03 15:07:02",-,-
398,13,Male,6.4,-,-,-,5.5,-,-,-,-,-,0,0,4,0,0,0,"High Risk",93.39,DT,"2026-06-03 15:07:02",-,-
399,21,Male,12.6,-,-,-,5.7,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",90.44,DT,"2026-06-03 15:07:02",-,-
400,23,Male,8.9,-,-,-,3.5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.34,DT,"2026-06-03 15:07:02",-,-
401,26,Female,8.2,-,-,-,3.9,-,-,-,-,-,0,0,5,0,0,0,"High Risk",91.08,DT,"2026-06-03 15:07:02",-,-
402,20,Male,7.7,-,-,-,4.7,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",92.36,DT,"2026-06-03 15:07:02",-,-
403,21,Female,1.2,-,-,-,7.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.6,DT,"2026-06-03 15:07:02",-,-
404,19,Male,4.6,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.42,DT,"2026-06-03 15:07:02",-,-
405,23,Male,6.4,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.05,DT,"2026-06-03 15:07:02",-,-
406,15,Male,10,-,-,-,3.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.34,DT,"2026-06-03 15:07:02",-,-
407,20,Male,13.3,-,-,-,5,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",93.98,DT,"2026-06-03 15:07:02",-,-
408,18,Male,10.4,-,-,-,4.7,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",96.59,DT,"2026-06-03 15:07:02",-,-
409,31,Female,3.6,-,-,-,6.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.15,DT,"2026-06-03 15:07:02",-,-
410,17,Female,1.6,-,-,-,8.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.76,DT,"2026-06-03 15:07:02",-,-
411,35,Female,3.1,-,-,-,7.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.95,DT,"2026-06-03 15:07:02",-,-
412,22,Female,6,-,-,-,6.4,-,-,-,-,-,0,0,3,0,0,0,"High Risk",97.48,DT,"2026-06-03 15:07:02",-,-
413,25,Female,10.3,-,-,-,4.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96,DT,"2026-06-03 15:07:02",-,-
414,16,Male,4.8,-,-,-,6.8,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",98.71,DT,"2026-06-03 15:07:02",-,-
415,19,Female,4.6,-,-,-,6.5,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",94.39,DT,"2026-06-03 15:07:02",-,-
416,18,Female,7.3,-,-,-,5.8,-,-,-,-,-,0,0,4,0,0,0,"High Risk",97.81,DT,"2026-06-03 15:07:02",-,-
417,17,Male,7.5,-,-,-,5,-,-,-,-,-,0,0,2,0,0,0,"High Risk",91.94,DT,"2026-06-03 15:07:02",-,-
418,17,Male,6.2,-,-,-,5.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.97,DT,"2026-06-03 15:07:02",-,-
419,16,Male,8.3,-,-,-,5.5,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",97.72,DT,"2026-06-03 15:07:02",-,-
420,31,Female,7.7,-,-,-,3.4,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.38,DT,"2026-06-03 15:07:02",-,-
421,16,Male,4,-,-,-,6.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.8,DT,"2026-06-03 15:07:02",-,-
422,19,Male,1.3,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.77,DT,"2026-06-03 15:07:02",-,-
423,23,Male,8.6,-,-,-,5.7,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.27,DT,"2026-06-03 15:07:02",-,-
424,21,Other,5.2,-,-,-,6.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",90.48,DT,"2026-06-03 15:07:02",-,-
425,16,Female,4.7,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.31,DT,"2026-06-03 15:07:02",-,-
426,20,Male,7.3,-,-,-,3.1,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.04,DT,"2026-06-03 15:07:02",-,-
427,17,Female,10.2,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",98.44,DT,"2026-06-03 15:07:02",-,-
428,29,Male,4.2,-,-,-,6.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.98,DT,"2026-06-03 15:07:02",-,-
429,22,Male,2.5,-,-,-,7.4,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.07,DT,"2026-06-03 15:07:02",-,-
430,26,Female,5.1,-,-,-,5.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.61,DT,"2026-06-03 15:07:02",-,-
431,29,Male,6,-,-,-,6.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.29,DT,"2026-06-03 15:07:02",-,-
432,22,Male,5,-,-,-,5.8,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.54,DT,"2026-06-03 15:07:02",-,-
433,20,Female,3.9,-,-,-,5.3,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.57,DT,"2026-06-03 15:07:02",-,-
434,20,Male,4.5,-,-,-,5.8,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",98.67,DT,"2026-06-03 15:07:02",-,-
435,18,Male,3.8,-,-,-,5.2,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.67,DT,"2026-06-03 15:07:02",-,-
436,17,Male,7.8,-,-,-,5.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.1,DT,"2026-06-03 15:07:02",-,-
437,20,Male,5.3,-,-,-,6.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.58,DT,"2026-06-03 15:07:02",-,-
438,23,Male,4.6,-,-,-,5.4,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.36,DT,"2026-06-03 15:07:02",-,-
439,22,Male,3.7,-,-,-,5.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",97.15,DT,"2026-06-03 15:07:02",-,-
440,17,Female,3.9,-,-,-,6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",97.56,DT,"2026-06-03 15:07:02",-,-
441,32,Female,1,-,-,-,7.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.78,DT,"2026-06-03 15:07:02",-,-
442,18,Female,4.6,-,-,-,6.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",90.86,DT,"2026-06-03 15:07:02",-,-
443,17,Female,5.8,-,-,-,6.4,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",97.47,DT,"2026-06-03 15:07:02",-,-
444,14,Male,11.4,-,-,-,4.8,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",97.62,DT,"2026-06-03 15:07:02",-,-
445,17,Male,2.5,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.16,DT,"2026-06-03 15:07:02",-,-
446,25,Female,5.2,-,-,-,6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.88,DT,"2026-06-03 15:07:02",-,-
447,18,Male,8.1,-,-,-,4.2,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",95.73,DT,"2026-06-03 15:07:02",-,-
448,18,Female,1.6,-,-,-,7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.62,DT,"2026-06-03 15:07:02",-,-
449,19,Female,2.1,-,-,-,8.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",96.9,DT,"2026-06-03 15:07:02",-,-
450,21,Male,9.1,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",97.85,DT,"2026-06-03 15:07:02",-,-
451,20,Female,4.1,-,-,-,6.9,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.34,DT,"2026-06-03 15:07:02",-,-
452,15,Female,9.5,-,-,-,3.8,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",93.75,DT,"2026-06-03 15:07:02",-,-
453,21,Male,5,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.04,DT,"2026-06-03 15:07:02",-,-
454,15,Male,3.7,-,-,-,6.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.31,DT,"2026-06-03 15:07:02",-,-
455,20,Female,6.2,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"High Risk",96.36,DT,"2026-06-03 15:07:02",-,-
456,26,Male,5.4,-,-,-,5.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.08,DT,"2026-06-03 15:07:02",-,-
457,15,Male,6.8,-,-,-,4.5,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.54,DT,"2026-06-03 15:07:02",-,-
458,20,Male,4.1,-,-,-,5.3,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.3,DT,"2026-06-03 15:07:02",-,-
459,30,Male,5.9,-,-,-,5.3,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.34,DT,"2026-06-03 15:07:02",-,-
460,16,Male,8.5,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",91.14,DT,"2026-06-03 15:07:02",-,-
461,21,Male,7.7,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.03,DT,"2026-06-03 15:07:02",-,-
462,16,Male,6,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.11,DT,"2026-06-03 15:07:02",-,-
463,21,Male,5.5,-,-,-,5.5,-,-,-,-,-,0,0,3,0,0,0,"High Risk",94.05,DT,"2026-06-03 15:07:02",-,-
464,21,Female,6,-,-,-,5.3,-,-,-,-,-,0,0,5,0,0,0,"High Risk",94.55,DT,"2026-06-03 15:07:02",-,-
465,25,Female,12.5,-,-,-,3.5,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",92.61,DT,"2026-06-03 15:07:02",-,-
466,14,Female,11.7,-,-,-,4.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.27,DT,"2026-06-03 15:07:02",-,-
467,18,Male,5.7,-,-,-,6.9,-,-,-,-,-,0,0,4,0,0,0,"High Risk",94.53,DT,"2026-06-03 15:07:02",-,-
468,17,Female,6,-,-,-,5.2,-,-,-,-,-,0,0,2,0,0,0,"High Risk",92.65,DT,"2026-06-03 15:07:02",-,-
469,14,Male,2.9,-,-,-,8.8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.91,DT,"2026-06-03 15:07:02",-,-
470,14,Male,9.7,-,-,-,3.6,-,-,-,-,-,0,0,6,0,0,0,"High Risk",92.37,DT,"2026-06-03 15:07:02",-,-
471,16,Male,1.9,-,-,-,7.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.87,DT,"2026-06-03 15:07:02",-,-
472,27,Female,0.7,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.94,DT,"2026-06-03 15:07:02",-,-
473,14,Male,5.5,-,-,-,5.4,-,-,-,-,-,0,0,4,0,0,0,"High Risk",92.32,DT,"2026-06-03 15:07:02",-,-
474,26,Male,1,-,-,-,8.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.42,DT,"2026-06-03 15:07:02",-,-
475,20,Male,9.3,-,-,-,5.3,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",94.38,DT,"2026-06-03 15:07:02",-,-
476,30,Male,11.6,-,-,-,4.5,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",97.35,DT,"2026-06-03 15:07:02",-,-
477,21,Female,4.8,-,-,-,5.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",92.98,DT,"2026-06-03 15:07:02",-,-
478,25,Male,1.1,-,-,-,8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.27,DT,"2026-06-03 15:07:02",-,-
479,19,Male,4,-,-,-,6.7,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",93.01,DT,"2026-06-03 15:07:02",-,-
480,23,Male,4,-,-,-,5.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",91.43,DT,"2026-06-03 15:07:02",-,-
481,17,Female,7.3,-,-,-,3.4,-,-,-,-,-,0,0,2,0,0,0,"Low Risk",92.91,DT,"2026-06-03 15:07:02",-,-
482,22,Female,9.9,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",96,DT,"2026-06-03 15:07:02",-,-
483,24,Male,2.1,-,-,-,9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",96.65,DT,"2026-06-03 15:07:02",-,-
484,22,Male,1.8,-,-,-,7.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.09,DT,"2026-06-03 15:07:02",-,-
485,22,Male,8.1,-,-,-,5.5,-,-,-,-,-,0,0,5,0,0,0,"High Risk",98.54,DT,"2026-06-03 15:07:02",-,-
486,15,Male,11.2,-,-,-,3.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.49,DT,"2026-06-03 15:07:02",-,-
487,21,Male,11.6,-,-,-,5.4,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",95.04,DT,"2026-06-03 15:07:02",-,-
488,30,Male,12.4,-,-,-,5.3,-,-,-,-,-,0,0,9,0,0,0,"Low Risk",95.72,DT,"2026-06-03 15:07:02",-,-
489,14,Female,3.9,-,-,-,5.2,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",93.44,DT,"2026-06-03 15:07:02",-,-
490,16,Female,5.5,-,-,-,6.6,-,-,-,-,-,0,0,3,0,0,0,"High Risk",96.03,DT,"2026-06-03 15:07:02",-,-
491,28,Male,0.9,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.55,DT,"2026-06-03 15:07:02",-,-
492,20,Female,5.7,-,-,-,5.5,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",96.44,DT,"2026-06-03 15:07:02",-,-
493,24,Male,14.1,-,-,-,3.9,-,-,-,-,-,0,0,10,0,0,0,"Low Risk",94.36,DT,"2026-06-03 15:07:02",-,-
494,19,Female,5.8,-,-,-,6.8,-,-,-,-,-,0,0,4,0,0,0,"High Risk",91.19,DT,"2026-06-03 15:07:02",-,-
495,20,Male,6,-,-,-,6.5,-,-,-,-,-,0,0,5,0,0,0,"High Risk",95.88,DT,"2026-06-03 15:07:02",-,-
496,20,Female,3.8,-,-,-,6,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",98.42,DT,"2026-06-03 15:07:02",-,-
497,16,Male,7.9,-,-,-,5.1,-,-,-,-,-,0,0,5,0,0,0,"High Risk",90.78,DT,"2026-06-03 15:07:02",-,-
498,27,Male,9.1,-,-,-,5.9,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.44,DT,"2026-06-03 15:07:02",-,-
499,22,Male,9.5,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",95.76,DT,"2026-06-03 15:07:02",-,-
500,20,Male,5.9,-,-,-,6.7,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",98.83,DT,"2026-06-03 15:07:02",-,-
501,20,Female,7.1,-,-,-,4.7,-,-,-,-,-,0,0,3,0,0,0,"Low Risk",94.86,DT,"2026-06-03 15:07:02",-,-
502,18,Male,9.6,-,-,-,3.7,-,-,-,-,-,0,0,6,0,0,0,"High Risk",98.5,DT,"2026-06-03 15:07:02",-,-
503,23,Female,4.1,-,-,-,5.6,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.02,DT,"2026-06-03 15:07:02",-,-
504,19,Male,7.5,-,-,-,3.3,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",91.54,DT,"2026-06-03 15:07:02",-,-
505,14,Male,3.5,-,-,-,7.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",96.85,DT,"2026-06-03 15:07:02",-,-
506,27,Female,0.8,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.47,DT,"2026-06-03 15:07:02",-,-
507,18,Female,9.4,-,-,-,3.6,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",98.87,DT,"2026-06-03 15:07:02",-,-
508,21,Male,5.5,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.04,DT,"2026-06-03 15:07:02",-,-
509,18,Male,4.6,-,-,-,6.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",95.25,DT,"2026-06-03 15:07:02",-,-
510,18,Male,3.5,-,-,-,8.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",94.03,DT,"2026-06-03 15:07:02",-,-
511,19,Male,5.7,-,-,-,6.4,-,-,-,-,-,0,0,6,0,0,0,"High Risk",91.59,DT,"2026-06-03 15:07:02",-,-
512,22,Male,1,-,-,-,8,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",91.64,DT,"2026-06-03 15:07:02",-,-
513,19,Female,6.7,-,-,-,3.1,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",92.11,DT,"2026-06-03 15:07:02",-,-
514,14,Male,2.1,-,-,-,7.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",95.99,DT,"2026-06-03 15:07:02",-,-
515,24,Female,3.7,-,-,-,6.1,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",97.01,DT,"2026-06-03 15:07:02",-,-
516,15,Male,11.2,-,-,-,3.4,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",96.57,DT,"2026-06-03 15:07:02",-,-
517,17,Male,6.3,-,-,-,6.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",93.39,DT,"2026-06-03 15:07:02",-,-
518,20,Male,12.2,-,-,-,5.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",92.47,DT,"2026-06-03 15:07:02",-,-
519,20,Male,5.4,-,-,-,5.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.92,DT,"2026-06-03 15:07:02",-,-
520,16,Male,7.8,-,-,-,3.1,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",97.47,DT,"2026-06-03 15:07:02",-,-
521,21,Male,3.1,-,-,-,8.7,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.83,DT,"2026-06-03 15:07:02",-,-
522,24,Male,8.2,-,-,-,3.6,-,-,-,-,-,0,0,6,0,0,0,"High Risk",92.87,DT,"2026-06-03 15:07:02",-,-
523,20,Male,6.6,-,-,-,4.9,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",90.51,DT,"2026-06-03 15:07:02",-,-
524,21,Female,9.1,-,-,-,4.7,-,-,-,-,-,0,0,6,0,0,0,"Low Risk",90.27,DT,"2026-06-03 15:07:02",-,-
525,17,Male,4.6,-,-,-,6.2,-,-,-,-,-,0,0,6,0,0,0,"Moderate Risk",97.64,DT,"2026-06-03 15:07:02",-,-
526,19,Male,7.3,-,-,-,3.2,-,-,-,-,-,0,0,4,0,0,0,"Low Risk",96.28,DT,"2026-06-03 15:07:02",-,-
527,16,Male,1.7,-,-,-,8.2,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.33,DT,"2026-06-03 15:07:02",-,-
528,18,Male,4.3,-,-,-,6.9,-,-,-,-,-,0,0,4,0,0,0,"Moderate Risk",93.45,DT,"2026-06-03 15:07:02",-,-
529,21,Male,1.3,-,-,-,8.5,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",95.19,DT,"2026-06-03 15:07:02",-,-
530,25,Male,10.4,-,-,-,4.3,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",91.45,DT,"2026-06-03 15:07:02",-,-
531,20,Female,10.1,-,-,-,5.7,-,-,-,-,-,0,0,8,0,0,0,"Low Risk",95.15,DT,"2026-06-03 15:07:02",-,-
532,20,Female,5.8,-,-,-,6.3,-,-,-,-,-,0,0,5,0,0,0,"Moderate Risk",98.33,DT,"2026-06-03 15:07:02",-,-
533,18,Male,2.5,-,-,-,8.9,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",92.9,DT,"2026-06-03 15:07:02",-,-
534,18,Male,2.6,-,-,-,8.8,-,-,-,-,-,0,0,2,0,0,0,"Moderate Risk",98.35,DT,"2026-06-03 15:07:02",-,-
535,19,Male,10.2,-,-,-,3.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",98.93,DT,"2026-06-03 15:07:02",-,-
536,14,Male,5.8,-,-,-,6.2,-,-,-,-,-,0,0,4,0,0,0,"High Risk",93.56,DT,"2026-06-03 15:07:02",-,-
537,17,Female,1.9,-,-,-,7.1,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",90.32,DT,"2026-06-03 15:07:02",-,-
538,18,Male,8,-,-,-,5,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",94.24,DT,"2026-06-03 15:07:02",-,-
539,18,Male,3.4,-,-,-,7.4,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",98.78,DT,"2026-06-03 15:07:02",-,-
540,24,Male,1.2,-,-,-,7.6,-,-,-,-,-,0,0,1,0,0,0,"Moderate Risk",93.1,DT,"2026-06-03 15:07:02",-,-
541,19,Male,4.3,-,-,-,6.3,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",91.46,DT,"2026-06-03 15:07:02",-,-
542,18,Male,10.7,-,-,-,5.3,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",95.75,DT,"2026-06-03 15:07:02",-,-
543,27,Male,3.3,-,-,-,8.9,-,-,-,-,-,0,0,3,0,0,0,"Moderate Risk",93.89,DT,"2026-06-03 15:07:02",-,-
544,31,Male,10.4,-,-,-,3.2,-,-,-,-,-,0,0,7,0,0,0,"Low Risk",94.44,DT,"2026-06-03 15:07:02",-,-
545,22,Female,6.7,-,-,-,4.6,-,-,-,-,-,0,0,5,0,0,0,"Low Risk",91.05,DT,"2026-06-03 15:07:02",-,-
